Sort_Row,MANUSCRIPT INFORAMTION,,,,,,DATA MODERATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLIMATE,,,,,,,,,,EXPERIMENTAL DESIGN,,,,,,SOIL INITIAL CONDITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANATMENT DETAILS,,,,,,,,,,,,,,AMENDMENT,,,,,,,,,,RESPONSE,,,,,,,,,,,,,NOTES, , , , ,CONTROL CONDITIONS (w/ fertilizer),,,,,,,
3,ACC,LeadAuthor,page,source,comments,mangement_notes,crop,crop_group,crop_system,culitivar_details,depth.start,depth.end,param_notes,param,param_group,C.method,method.notes,units,trt_name,amend,amend_group,amend_group_brd,amdend_detail,irrigated,irrigation_group,tillage_type,country,site_name,lat.long,lat_group,long.dec.degree,lat.dec.degree,MAP,MAT,temp.worldclim.C,precip.worldclim.mm,elevation,biom_name,biom_cat,MAP_av,MAP_min,MAP_max,MAP_yrs,MAT_av,MAT_min,MAT_max,landuse.history,exp_design,subplot_dim,year.zero,exp_duration_mos,duration_group,duration_even,soil.name,soil.class,soil.order,slope,soil.texture,sand,silt,clay,clay_group,pH,pH_group,pH.method,carbonates,CEC,BD,SOC_int_group,SOC_g.kg,SOC_int,SOC_int_unit,SOC_depth_cm,SOC_int_percent,calc_SOC_int_g.kg,N_int,N_unit,P_int,P_int_unit,K_int,K_int_units,tillage_details,tillage_depth,till_depth_group,NPK_rate,Nfert,Nfert_group,Nfert_rate,Pfert,Pfert_rate,Kfert,Kfert_rate,other_addition,other_addition_rate,fert_notes,reps,C.rate_group,C.rate_Mg.ha,weight.dry_group,weight.dry,N.amend_g.kg,C.N_rate,amend_N_kg.ha,amend_N_kg.ha_group,app.method,extraction_x-axis_value,X_cf,SE_cf,SD_cf,N_cf,X_a,SE_a,SD_a,N_a,X_cmin,SE_cmin,SD_cmin,N_cmin,conclusion,quality,exp_quality,report_qual,references,Cf_N,Cf_N_rate,Cf_P,Cf_P_rate,Cf_K,Cf_K_rate,Cf_other,Cf_rate_other
795,316,Li,1056,fig3,compare to CF,na,rice_rape,grain,rotation,na,0,5,N_agg_>.02mm,N_s,N,wet.sieving,na,g.kg,CFS,straw,straw,residue,na,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.88,<6.5,water,na,20.5,1.18,10-30,16.95,16.95,g.kg,5,1.695,na,2.06,g.kg,0.371,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.3822,>15,16.8,7.6,2.993421053,127.68,>100,na,9.96,4.79,0.19,na,3,5.14,0.36,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
796,316,Li,1056,fig3,compare to CF,na,rice_rape,grain,rotation,na,5,15,N_agg_>.02mm,N_s,N,wet.sieving,na,g.kg,CFS,straw,straw,residue,na,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.88,<6.5,water,na,20.5,1.18,10-30,16.95,16.95,g.kg,10,1.695,na,2.06,g.kg,0.371,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.3822,>15,16.8,7.6,2.993421053,127.68,>100,na,9.37,3.16,0.39,na,3,5.82,0.31,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
797,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,0,5,SOC_agg_>2mm,C_macro,C,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,5,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,0.99,0.25,0.02,na,3,0.24,0.73,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
798,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,0,5,SOC_agg_>2mm,C_macro,C,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,5,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,9.37,2.18,0.2,na,3,6.96,0.14,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
799,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,5,15,SOC_agg_>2mm,C_macro,C,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,10,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,0.99,0.57,0.04,na,3,0.49,0.04,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
800,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,5,15,SOC_agg_>2mm,C_macro,C,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,10,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,0.99,0.21,0.03,na,3,0.24,0.02,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
801,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,0,5,SOC_agg_>2mm,C_macro,C,wet.sieving,na,percent_storage,CFS,straw,straw,residue,na,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.88,<6.5,water,na,20.5,1.18,10-30,16.95,16.95,g.kg,5,1.695,na,2.06,g.kg,0.371,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.3822,>15,16.8,7.6,2.993421053,127.68,>100,na,9.37,2.18,0.2,na,3,7.66,0.16,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
802,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,0,5,SOC_agg_>2mm,C_macro,C,wet.sieving,na,percent_storage,CFS,straw,straw,residue,na,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.88,<6.5,water,na,20.5,1.18,10-30,16.95,16.95,g.kg,5,1.695,na,2.06,g.kg,0.371,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.3822,>15,16.8,7.6,2.993421053,127.68,>100,na,0.99,0.25,0.02,na,3,0.21,0.01,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
803,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,5,15,SOC_agg_>2mm,C_macro,C,wet.sieving,na,percent_storage,CFS,straw,straw,residue,na,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.88,<6.5,water,na,20.5,1.18,10-30,16.95,16.95,g.kg,10,1.695,na,2.06,g.kg,0.371,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.3822,>15,16.8,7.6,2.993421053,127.68,>100,na,0.99,0.57,0.04,na,3,0.58,0.03,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
804,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,5,15,SOC_agg_>2mm,C_macro,C,wet.sieving,na,percent_storage,CFS,straw,straw,residue,na,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.88,<6.5,water,na,20.5,1.18,10-30,16.95,16.95,g.kg,10,1.695,na,2.06,g.kg,0.371,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.3822,>15,16.8,7.6,2.993421053,127.68,>100,na,0.99,0.21,0.03,na,3,0.22,0.03,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
805,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,0,5,SOC_agg_>.02mm,C_meso,C,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,5,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,0.99,0.49,0.04,na,3,0.58,0.05,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
806,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,5,15,SOC_agg_>.02mm,C_meso,C,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,10,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,0.96,0.14,0.4,na,3,0.1,0.2,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
807,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,0,5,SOC_agg_>.02mm,C_meso,C,wet.sieving,na,percent_storage,CFS,straw,straw,residue,na,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.88,<6.5,water,na,20.5,1.18,10-30,16.95,16.95,g.kg,5,1.695,na,2.06,g.kg,0.371,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.3822,>15,16.8,7.6,2.993421053,127.68,>100,na,0.99,0.49,0.04,na,3,0.52,0.03,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
808,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,5,15,SOC_agg_>.02mm,C_meso,C,wet.sieving,na,percent_storage,CFS,straw,straw,residue,na,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.88,<6.5,water,na,20.5,1.18,10-30,16.95,16.95,g.kg,10,1.695,na,2.06,g.kg,0.371,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.3822,>15,16.8,7.6,2.993421053,127.68,>100,na,0.96,0.14,0.4,na,3,0.16,0.3,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
809,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,0,5,SOC_agg_<.02mm,C_micro,C,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,5,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,0.99,0.35,0.03,na,3,0.41,0.03,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
810,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,5,15,SOC_agg_<.02mm,C_micro,C,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,10,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,0.96,0.24,0.3,na,3,0.36,0.5,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
811,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,0,5,SOC_agg_<.02mm,C_micro,C,wet.sieving,na,percent_storage,CFS,straw,straw,residue,na,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.88,<6.5,water,na,20.5,1.18,10-30,16.95,16.95,g.kg,5,1.695,na,2.06,g.kg,0.371,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.3822,>15,16.8,7.6,2.993421053,127.68,>100,na,0.99,0.35,0.03,na,3,0.36,0.02,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
812,316,Li,1056,fig4,compare to CF,na,rice_rape,grain,rotation,na,5,15,SOC_agg_<.02mm,C_micro,C,wet.sieving,na,percent_storage,CFS,straw,straw,residue,na,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.88,<6.5,water,na,20.5,1.18,10-30,16.95,16.95,g.kg,10,1.695,na,2.06,g.kg,0.371,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.3822,>15,16.8,7.6,2.993421053,127.68,>100,na,0.96,0.24,0.3,na,3,0.31,0.5,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
813,316,Li,1056,fig5,compare to CF,na,rice_rape,grain,rotation,na,0,5,N_agg_<.02mm,N_c,N,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,5,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,56.96,15.68,3.04,na,3,12.64,5.12,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
814,316,Li,1056,fig5,compare to CF,na,rice_rape,grain,rotation,na,5,15,N_agg_<.02mm,N_c,N,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,10,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,56.96,9.6,3.52,na,3,10.24,1.05,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
815,316,Li,1056,fig5,compare to CF,na,rice_rape,grain,rotation,na,0,5,N_agg_<.02mm,N_c,N,wet.sieving,na,percent_storage,CFS,straw,straw,residue,na,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.88,<6.5,water,na,20.5,1.18,10-30,16.95,16.95,g.kg,5,1.695,na,2.06,g.kg,0.371,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.3822,>15,16.8,7.6,2.993421053,127.68,>100,na,56.96,15.68,3.04,na,3,9.92,2.56,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
816,316,Li,1056,fig5,compare to CF,na,rice_rape,grain,rotation,na,5,15,N_agg_<.02mm,N_c,N,wet.sieving,na,percent_storage,CFS,straw,straw,residue,na,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.88,<6.5,water,na,20.5,1.18,10-30,16.95,16.95,g.kg,10,1.695,na,2.06,g.kg,0.371,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.3822,>15,16.8,7.6,2.993421053,127.68,>100,na,56.96,9.6,3.52,na,3,9.6,3.2,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
817,316,Li,1056,fig5,compare to CF,na,rice_rape,grain,rotation,na,0,5,N_agg_>2mm,N_macro,N,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,5,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,0.96,0.57,0.9,na,3,0.54,0.5,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
818,316,Li,1056,fig5,compare to CF,na,rice_rape,grain,rotation,na,0,5,N_agg_>2mm,N_macro,N,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,5,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,0.96,0.29,0.2,na,3,0.29,0.3,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
819,316,Li,1056,fig5,compare to CF,na,rice_rape,grain,rotation,na,5,15,N_agg_>2mm,N_macro,N,wet.sieving,na,percent_storage,CFM,manure,manure,manure,pig feedlot,yes,sprinkler/drip,CT,China,"Jiangsu Province, Suzhou City, Wujiang Municipality, Jinjiaba township","31°5' N, 120°46' E",medium,120.7666667,31.08333333,1224.5,12.75,15.7,1031,5,subtropical rainforest,tropical,1224.5,na,na,est,12.75,na,na,na,RB,na,1987,168,10-30,10-20,ferric-acumulic stagnic anthrosols,na,na,na,na,na,na,30.29,>25%,5.74,<6.5,water,na,20.5,1.14,10-30,17,17,g.kg,10,1.7,na,2.05,g.kg,0.718,g.kg,na,na,na,na,na,na,na,>150,427.5,na,45,na,54,na,na,na,3,<5,0.1348,<5,4.5,5.2,5.760683761,23.4,<50,na,56.96,25.92,3.84,na,3,34.56,7.2,na,3,na,na,na,3,"positive, manure and straw contribute to SOC in macroaggregates",2,2,selective,na,na,na,na,na,na,na,na,na
